85.149600 253.498755	4.26e-01  7.58e-01  3.04e+05	0.0000 50.4675 0.4019	
85.149600 253.498755	3.78e-01  8.90e-01  2.93e+05	11.9877 58.5058 0.5260	
85.149600 253.498755	4.33e-01  8.27e-01  2.94e+05	-21.7060 54.8060 0.9266	
85.149600 253.498755	5.40e-01  9.27e-01  2.70e+05	7.2901 75.2466 0.2885	
85.149600 253.498755	6.83e-01  7.54e-01  2.73e+05	-1.8053 73.5705 0.7769	
85.149600 253.498755	6.84e-01  8.31e-01  2.64e+05	35.1725 70.3981 0.0243	
85.149600 253.498755	3.68e-01  8.95e-01  2.94e+05	6.9786 58.8935 0.3124	
85.149600 253.498755	4.63e-01  7.72e-01  2.98e+05	-9.0743 55.6370 0.1185	
85.149600 253.498755	4.64e-01  8.78e-01  2.84e+05	-0.0804 66.4644 0.0525	
85.149600 253.498755	5.23e-01  7.62e-01  2.91e+05	-4.5872 61.2248 0.8808	
85.149600 253.498755	6.18e-01  8.40e-01  2.71e+05	-40.4088 63.2623 0.3532	
85.149600 253.498755	3.20e-01  9.47e-01  2.93e+05	28.1916 52.6341 0.2030	
85.149600 253.498755	4.13e-01  7.73e-01  3.04e+05	1.0827 50.7712 0.8332	
85.149600 253.498755	4.75e-01  8.80e-01  2.82e+05	-30.0179 60.4675 0.8750	
85.149600 253.498755	6.21e-01  9.00e-01  2.64e+05	16.1355 77.3420 0.8682	
85.149600 253.498755	3.64e-01  8.24e-01  3.04e+05	-19.8241 46.8659 0.6456	
85.149600 253.498755	6.23e-01  7.60e-01  2.79e+05	5.7702 69.4470 0.8999	
85.149600 253.498755	2.86e-01  8.86e-01  3.06e+05	2.6232 48.7547 0.1251	
85.149600 253.498755	3.39e-01  8.75e-01  3.00e+05	-7.7479 53.4713 0.4948	
85.149600 253.498755	6.63e-01  8.60e-01  2.64e+05	9.6471 78.5973 0.9821	
85.149600 253.498755	6.12e-01  7.84e-01  2.77e+05	-15.4199 69.0074 0.6203	
85.149600 253.498755	4.92e-01  9.29e-01  2.75e+05	1.1194 72.4759 0.9999	
85.149600 253.498755	6.63e-01  7.41e-01  2.77e+05	-16.7341 69.3122 0.3813	
85.149600 253.498755	6.36e-01  6.97e-01  2.85e+05	-10.7762 64.8199 0.6346	
85.149600 253.498755	4.76e-01  9.31e-01  2.76e+05	-47.1726 53.7247 0.7116	
85.149600 253.498755	3.93e-01  9.91e-01  2.79e+05	33.4130 61.2175 0.1483	
85.149600 253.498755	6.05e-01  8.31e-01  2.73e+05	-30.5329 66.8633 0.9906	
85.149600 253.498755	7.94e-01  8.16e-01  2.55e+05	3.0873 84.0183 0.4935	
85.149600 253.498755	6.84e-01  8.05e-01  2.67e+05	-28.4039 71.6001 0.8781	
85.149600 253.498755	4.79e-01  7.82e-01  2.94e+05	-23.7021 54.1107 0.6029	
85.149600 253.498755	5.05e-01  8.63e-01  2.81e+05	25.8247 63.4752 0.0542	
85.149600 253.498755	6.99e-01  8.36e-01  2.62e+05	-0.7784 79.8542 0.7746	
85.149600 253.498755	6.43e-01  9.34e-01  2.58e+05	13.4745 81.1697 0.9338	
85.149600 253.498755	5.86e-01  9.39e-01  2.63e+05	-9.0127 78.7244 0.8578	
85.149600 253.498755	5.03e-01  7.78e-01  2.92e+05	-24.7781 55.7799 0.5268	
85.149600 253.498755	6.64e-01  9.65e-01  2.53e+05	-13.3272 83.9821 0.0081	
85.149600 253.498755	5.56e-01  6.48e-01  3.02e+05	10.8938 51.7879 0.8186	
85.149600 253.498755	5.56e-01  8.28e-01  2.79e+05	14.4484 68.2636 0.7957	
85.149600 253.498755	5.65e-01  7.84e-01  2.83e+05	-2.1408 66.9345 0.5819	
85.149600 253.498755	3.62e-01  8.20e-01  3.05e+05	-6.7474 49.7301 0.1968	
85.149600 253.498755	5.13e-01  8.64e-01  2.80e+05	5.1560 69.0638 0.4257	
85.149600 253.498755	4.64e-01  7.82e-01  2.96e+05	-3.4844 57.5001 0.7311	
85.149600 253.498755	4.09e-01  9.43e-01  2.83e+05	-3.6283 67.1722 0.0228	
85.149600 253.498755	3.38e-01  7.84e-01  3.13e+05	5.3556 41.3705 0.4665	
85.149600 253.498755	5.13e-01  6.54e-01  3.07e+05	9.1277 47.2824 0.2184	
85.149600 253.498755	4.03e-01  7.46e-01  3.09e+05	5.7943 45.4145 0.9192	
85.149600 253.498755	5.20e-01  9.07e-01  2.74e+05	-36.8752 62.8933 0.5587	
85.149600 253.498755	6.06e-01  9.42e-01  2.61e+05	-27.7706 75.6781 0.1157	
85.149600 253.498755	6.90e-01  9.33e-01  2.54e+05	-10.7903 84.0302 0.6513	
85.149600 253.498755	5.16e-01  7.73e-01  2.90e+05	5.8242 61.5842 0.9363	
85.149600 253.498755	3.99e-01  9.66e-01  2.81e+05	13.7398 66.8399 0.8616	
85.149600 253.498755	6.06e-01  7.34e-01  2.84e+05	-32.1569 57.9585 0.5897	
85.149600 253.498755	3.33e-01  8.84e-01  3.00e+05	26.5025 47.4912 0.5948	
85.149600 253.498755	4.56e-01  8.31e-01  2.91e+05	-15.6915 59.5713 0.7115	
85.149600 253.498755	7.68e-01  8.65e-01  2.53e+05	-54.9431 65.2022 0.3599	
85.149600 253.498755	4.00e-01  8.42e-01  2.97e+05	-3.1454 57.1139 0.0094	
85.149600 253.498755	5.57e-01  7.32e-01  2.90e+05	38.4357 48.4243 0.7100	
85.149600 253.498755	5.94e-01  8.99e-01  2.67e+05	3.9655 77.2092 0.6187	
85.149600 253.498755	4.54e-01  8.13e-01  2.93e+05	4.2448 59.5409 0.7942	
85.149600 253.498755	5.55e-01  8.14e-01  2.81e+05	-21.5088 65.1416 0.8166	
85.149600 253.498755	5.20e-01  6.87e-01  3.01e+05	11.8911 51.8945 0.4028	
85.149600 253.498755	5.37e-01  6.40e-01  3.06e+05	-1.7918 49.4947 0.1466	
85.149600 253.498755	6.46e-01  7.10e-01  2.82e+05	-6.8329 67.2361 0.5952	
85.149600 253.498755	5.80e-01  7.76e-01  2.82e+05	-0.3956 67.5699 0.3776	
85.149600 253.498755	5.47e-01  8.15e-01  2.81e+05	-51.2863 44.7865 0.0364	
85.149600 253.498755	5.72e-01  7.90e-01  2.82e+05	-10.3916 67.2730 0.5956	
85.149600 253.498755	4.15e-01  7.81e-01  3.03e+05	-31.0087 41.7606 0.2021	
85.149600 253.498755	4.76e-01  7.18e-01  3.03e+05	-2.7538 51.6855 0.9771	
85.149600 253.498755	6.42e-01  7.75e-01  2.75e+05	-5.3529 71.9516 0.2627	
85.149600 253.498755	3.92e-01  7.65e-01  3.08e+05	4.6075 46.7339 0.2891	
85.149600 253.498755	4.54e-01  8.49e-01  2.89e+05	5.7759 62.8165 0.3497	
85.149600 253.498755	6.06e-01  7.33e-01  2.84e+05	48.2688 45.2745 0.9125	
85.149600 253.498755	6.04e-01  8.32e-01  2.73e+05	28.1508 68.0050 0.5747	
85.149600 253.498755	5.21e-01  8.61e-01  2.79e+05	5.8658 69.3431 0.5016	
85.149600 253.498755	5.48e-01  8.32e-01  2.79e+05	-14.8467 67.8763 0.1371	
85.149600 253.498755	6.21e-01  8.64e-01  2.68e+05	24.2745 72.8355 0.5624	
85.149600 253.498755	5.36e-01  8.62e-01  2.77e+05	8.7604 70.2600 0.5906	
85.149600 253.498755	4.23e-01  8.40e-01  2.94e+05	36.8808 46.3639 0.0357	
85.149600 253.498755	5.34e-01  7.00e-01  2.98e+05	-32.3676 46.0214 0.3137	
85.149600 253.498755	6.33e-01  6.86e-01  2.87e+05	9.6765 63.7855 0.6781	
85.149600 253.498755	5.90e-01  8.32e-01  2.75e+05	0.9336 72.5815 0.9888	
85.149600 253.498755	4.37e-01  7.33e-01  3.06e+05	-15.8197 46.0215 0.9939	
85.149600 253.498755	7.09e-01  7.24e-01  2.73e+05	6.8784 73.0619 0.2518	
85.149600 253.498755	6.35e-01  8.06e-01  2.72e+05	1.5431 73.8471 0.2295	
85.149600 253.498755	6.11e-01  9.67e-01  2.58e+05	-0.8183 82.3487 0.1108	
85.149600 253.498755	5.63e-01  8.36e-01  2.77e+05	10.3453 70.1514 0.3761	
85.149600 253.498755	6.25e-01  7.70e-01  2.78e+05	-8.3753 70.1058 0.9589	
85.149600 253.498755	4.97e-01  7.35e-01  2.98e+05	-33.7287 44.7499 0.3609	
85.149600 253.498755	5.85e-01  8.33e-01  2.75e+05	11.2729 71.3846 0.2923	
85.149600 253.498755	4.00e-01  8.29e-01  2.98e+05	25.6576 49.4101 0.4626	
85.149600 253.498755	6.69e-01  8.53e-01  2.64e+05	7.9127 78.6999 0.6978	
85.149600 253.498755	4.90e-01  8.30e-01  2.87e+05	9.2336 63.9236 0.9714	
85.149600 253.498755	4.67e-01  8.54e-01  2.87e+05	-53.6822 35.9487 0.3278	
85.149600 253.498755	4.70e-01  9.13e-01  2.79e+05	-14.7366 68.0636 0.7418	
85.149600 253.498755	6.15e-01  6.80e-01  2.90e+05	-9.1109 61.6377 0.9804	
85.149600 253.498755	5.75e-01  9.29e-01  2.66e+05	-24.5642 73.9900 0.5507	
85.149600 253.498755	5.34e-01  6.23e-01  3.08e+05	-5.5445 46.5718 0.0140	
85.149600 253.498755	6.39e-01  7.97e-01  2.73e+05	8.3419 73.1145 0.4047	
85.149600 253.498755	4.96e-01  7.81e-01  2.92e+05	15.8416 58.4738 0.8704	
85.149600 253.498755	4.64e-01  9.31e-01  2.78e+05	13.4469 69.2572 0.1283	
85.149600 253.498755	5.46e-01  7.28e-01  2.92e+05	0.5222 60.3188 0.6295	
85.149600 253.498755	5.04e-01  8.18e-01  2.86e+05	-4.5621 64.5415 0.8715	
85.149600 253.498755	6.78e-01  8.59e-01  2.62e+05	-16.0977 78.3448 0.3319	
85.149600 253.498755	4.23e-01  9.04e-01  2.86e+05	9.0317 64.5804 0.7778	
85.149600 253.498755	3.65e-01  7.70e-01  3.11e+05	3.2858 43.6600 0.7350	
85.149600 253.498755	5.14e-01  7.00e-01  3.00e+05	11.6652 52.8530 0.3269	
85.149600 253.498755	6.70e-01  8.31e-01  2.66e+05	-33.2651 70.3980 0.0469	
85.149600 253.498755	5.32e-01  7.93e-01  2.86e+05	-13.6416 63.5313 0.5475	
85.149600 253.498755	5.19e-01  6.36e-01  3.09e+05	-31.0651 34.7831 0.8288	
85.149600 253.498755	6.03e-01  6.89e-01  2.90e+05	-10.6002 61.1756 0.7022	
85.149600 253.498755	5.65e-01  8.37e-01  2.77e+05	12.0895 70.1373 0.6011	
85.149600 253.498755	4.45e-01  8.55e-01  2.89e+05	3.7950 62.6597 0.8525	
85.149600 253.498755	5.06e-01  7.18e-01  2.99e+05	-8.4387 54.5521 0.0571	
85.149600 253.498755	8.18e-01  8.51e-01  2.49e+05	-15.8835 85.5773 0.2991	
85.149600 253.498755	7.29e-01  9.79e-01  2.46e+05	0.4615 88.8581 0.4961	
85.149600 253.498755	6.18e-01  8.20e-01  2.73e+05	-22.4424 70.1348 0.6829	
85.149600 253.498755	6.68e-01  8.67e-01  2.62e+05	-25.6501 75.6566 0.4197	
85.149600 253.498755	4.24e-01  7.28e-01  3.09e+05	-15.0552 43.7347 0.7119	
85.149600 253.498755	6.77e-01  8.80e-01  2.60e+05	-12.1650 80.2354 0.1203	
85.149600 253.498755	4.97e-01  8.83e-01  2.79e+05	2.5304 69.4082 0.2768	
85.149600 253.498755	4.79e-01  7.60e-01  2.97e+05	10.9980 55.7468 0.3457	
85.149600 253.498755	6.26e-01  9.25e-01  2.61e+05	-34.1425 73.2443 0.7106	
85.149600 253.498755	6.03e-01  8.13e-01  2.75e+05	42.4020 58.3586 0.1968	
85.149600 253.498755	6.28e-01  7.83e-01  2.76e+05	15.2227 70.1266 0.9001	
85.149600 253.498755	4.10e-01  7.74e-01  3.04e+05	34.6334 36.6883 0.0846	
85.149600 253.498755	4.48e-01  8.94e-01  2.84e+05	-16.4957 64.4348 0.5416	
85.149600 253.498755	3.36e-01  9.74e-01  2.88e+05	-11.4423 62.6630 0.0671	
85.149600 253.498755	6.13e-01  7.93e-01  2.76e+05	2.2460 71.4065 0.6810	
85.149600 253.498755	5.05e-01  8.62e-01  2.81e+05	-22.8142 64.4812 0.1384	
85.149600 253.498755	4.13e-01  8.15e-01  2.98e+05	25.7298 49.3199 0.8007	
85.149600 253.498755	4.59e-01  8.55e-01  2.87e+05	11.3289 62.9610 0.7710	
85.149600 253.498755	5.32e-01  5.82e-01  3.15e+05	-28.5874 28.4519 0.5695	
85.149600 253.498755	5.07e-01  8.88e-01  2.78e+05	-11.0657 69.7698 0.8440	
85.149600 253.498755	3.92e-01  8.03e-01  3.03e+05	-9.4052 51.0146 0.6349	
85.149600 253.498755	4.00e-01  8.32e-01  2.98e+05	-14.4451 54.1652 0.3021	
85.149600 253.498755	4.45e-01  8.79e-01  2.86e+05	5.3671 64.7221 0.9604	
85.149600 253.498755	6.17e-01  8.26e-01  2.72e+05	26.5410 69.0727 0.5033	
85.149600 253.498755	7.18e-01  8.11e-01  2.63e+05	-35.0801 71.3995 0.3979	
85.149600 253.498755	7.18e-01  8.98e-01  2.54e+05	35.7063 76.4009 0.5509	
85.149600 253.498755	4.72e-01  9.17e-01  2.78e+05	6.9151 69.8501 0.0129	
85.149600 253.498755	6.42e-01  7.44e-01  2.79e+05	34.4871 60.8075 0.1162	
85.149600 253.498755	5.66e-01  8.27e-01  2.78e+05	25.2684 65.7484 0.2156	
85.149600 253.498755	5.04e-01  6.78e-01  3.05e+05	5.7445 49.8511 0.2530	
85.149600 253.498755	6.89e-01  7.39e-01  2.74e+05	22.7977 69.3244 0.5231	
85.149600 253.498755	5.28e-01  6.82e-01  3.01e+05	2.4830 53.6040 0.0839	
85.149600 253.498755	6.76e-01  8.61e-01  2.62e+05	-10.1018 79.3092 0.7346	
85.149600 253.498755	4.50e-01  7.85e-01  2.97e+05	24.2770 50.9285 0.0893	
85.149600 253.498755	3.95e-01  7.31e-01  3.13e+05	-8.8099 41.4462 0.9434	
85.149600 253.498755	1.54e-01  9.40e-01  3.18e+05	8.5271 35.7964 0.6282	
85.149600 253.498755	6.61e-01  8.60e-01  2.64e+05	-12.5568 78.0302 0.3491	
85.149600 253.498755	6.19e-01  7.10e-01  2.85e+05	0.1000 65.4033 0.9365	
85.149600 253.498755	4.86e-01  8.94e-01  2.79e+05	-11.2460 68.4915 0.5228	
85.149600 253.498755	5.62e-01  8.73e-01  2.73e+05	-26.4059 68.5828 0.8911	
85.149600 253.498755	5.19e-01  6.79e-01  3.02e+05	12.4996 50.7239 0.4276	
85.149600 253.498755	5.29e-01  8.02e-01  2.85e+05	-15.3063 63.6469 0.4424	
85.149600 253.498755	7.74e-01  8.31e-01  2.55e+05	38.6052 74.3418 0.9755	
85.149600 253.498755	4.72e-01  8.28e-01  2.89e+05	-16.5443 60.5577 0.7987	
85.149600 253.498755	4.97e-01  7.34e-01  2.98e+05	-24.4151 50.3422 0.5574	
85.149600 253.498755	5.36e-01  7.48e-01  2.91e+05	-2.9666 61.2156 0.1015	
85.149600 253.498755	5.63e-01  7.81e-01  2.84e+05	10.7776 65.7791 0.8400	
85.149600 253.498755	5.58e-01  8.71e-01  2.74e+05	16.4008 71.1729 0.2073	
85.149600 253.498755	5.18e-01  7.51e-01  2.93e+05	-19.0199 56.8287 0.3748	
85.149600 253.498755	5.31e-01  7.35e-01  2.94e+05	15.9257 57.3265 0.5943	
85.149600 253.498755	5.56e-01  6.78e-01  2.98e+05	-21.1333 52.2144 0.7708	
85.149600 253.498755	7.45e-01  9.32e-01  2.48e+05	-4.5048 87.3179 0.8518	
85.149600 253.498755	5.17e-01  7.57e-01  2.92e+05	11.7410 59.1606 0.8240	
85.149600 253.498755	5.23e-01  7.43e-01  2.94e+05	15.2115 57.5317 0.6195	
