58.750456 299.292508	5.45e-01  7.77e-01  4.69e+05	0.0000 73.4236 0.2064	
58.750456 299.292508	5.72e-01  9.21e-01  4.37e+05	8.3749 87.3586 0.1584	
58.750456 299.292508	5.19e-01  8.57e-01  4.58e+05	0.4674 78.4188 0.9843	
58.750456 299.292508	6.42e-01  7.75e-01  4.51e+05	20.8868 79.1779 0.6634	
58.750456 299.292508	6.75e-01  9.00e-01  4.23e+05	-22.5778 90.4290 0.8104	
58.750456 299.292508	5.48e-01  8.30e-01  4.58e+05	-14.7594 77.1968 0.0790	
58.750456 299.292508	5.60e-01  8.34e-01  4.55e+05	-24.4651 76.2125 0.8165	
58.750456 299.292508	6.91e-01  8.77e-01  4.24e+05	-33.6015 86.4618 0.6286	
58.750456 299.292508	6.16e-01  7.44e-01  4.62e+05	-9.6986 76.3840 0.8182	
58.750456 299.292508	6.83e-01  7.84e-01  4.41e+05	19.1125 83.6667 0.7170	
58.750456 299.292508	5.91e-01  9.02e-01  4.37e+05	9.1310 87.2346 0.4810	
58.750456 299.292508	6.88e-01  8.17e-01  4.35e+05	0.4756 88.5518 0.9856	
58.750456 299.292508	5.90e-01  9.10e-01  4.36e+05	-49.4824 73.0217 0.0360	
58.750456 299.292508	5.17e-01  8.24e-01  4.65e+05	-16.7041 73.3540 0.0209	
58.750456 299.292508	6.39e-01  6.92e-01  4.67e+05	3.1959 74.2532 0.6658	
58.750456 299.292508	6.55e-01  7.96e-01  4.44e+05	3.3510 84.5585 0.8772	
58.750456 299.292508	6.93e-01  9.53e-01  4.12e+05	3.9751 97.3606 0.5609	
58.750456 299.292508	4.32e-01  8.35e-01  4.81e+05	-24.3426 63.1207 0.7174	
58.750456 299.292508	6.58e-01  8.12e-01  4.41e+05	-16.9818 84.3508 0.9703	
58.750456 299.292508	6.39e-01  7.83e-01  4.50e+05	-23.7442 78.8407 0.6209	
58.750456 299.292508	5.63e-01  7.88e-01  4.63e+05	-23.2619 72.5482 0.9299	
58.750456 299.292508	5.85e-01  7.53e-01  4.66e+05	-20.4694 72.0946 0.5944	
58.750456 299.292508	5.19e-01  8.99e-01  4.50e+05	-17.6577 80.0662 0.1069	
58.750456 299.292508	4.69e-01  8.11e-01  4.78e+05	-18.0498 66.7081 0.6029	
58.750456 299.292508	4.00e-01  8.54e-01  4.83e+05	-14.5496 64.5745 0.1683	
58.750456 299.292508	6.14e-01  9.02e-01  4.33e+05	10.1092 88.7412 0.9653	
58.750456 299.292508	6.04e-01  9.36e-01  4.29e+05	-36.8019 83.1490 0.5027	
58.750456 299.292508	5.17e-01  7.00e-01  4.91e+05	1.8702 61.6607 0.5022	
58.750456 299.292508	7.89e-01  8.02e-01  4.20e+05	38.0034 86.2036 0.4497	
58.750456 299.292508	5.03e-01  9.25e-01  4.49e+05	-17.8313 80.8237 0.9387	
58.750456 299.292508	7.05e-01  9.06e-01  4.17e+05	-16.3998 94.0340 0.7408	
58.750456 299.292508	6.22e-01  7.75e-01  4.54e+05	-25.5196 76.0796 0.4558	
58.750456 299.292508	4.52e-01  8.65e-01  4.70e+05	-3.6195 72.8303 0.3577	
58.750456 299.292508	6.73e-01  8.51e-01  4.32e+05	-22.4299 87.0238 0.7792	
58.750456 299.292508	5.03e-01  7.44e-01  4.85e+05	8.4137 64.7774 0.5088	
58.750456 299.292508	5.58e-01  8.10e-01  4.60e+05	-19.7605 75.1826 0.2601	
58.750456 299.292508	5.85e-01  8.75e-01  4.43e+05	22.7406 82.1634 0.0558	
58.750456 299.292508	5.31e-01  9.58e-01  4.38e+05	48.0349 73.0015 0.0313	
58.750456 299.292508	4.92e-01  8.50e-01  4.65e+05	-2.6884 75.3683 0.7392	
58.750456 299.292508	6.13e-01  8.75e-01  4.38e+05	-14.4324 86.1446 0.6870	
58.750456 299.292508	5.05e-01  8.44e-01  4.64e+05	32.0595 69.0151 0.0726	
58.750456 299.292508	6.41e-01  8.39e-01  4.39e+05	1.1380 86.7132 0.2180	
