#subID	 subGroupNr x	 y	 z	 vx	 yv	 yz	 vmax	 B_MAG V_MAG M_star
#subID	 groupID	 kpc	 kpc	 kpc	 km/s	 km/s	 km/s	 km/s	 mags mags 10^10Msun
431364 1748 14531.000311 49468.134100 11465.816151 -205.342285 -172.344666 -44.931213 180.410904 -2.124516e+01 -2.176991e+01 4.638095e+00
431365 1748 14557.608865 49565.107866 11466.534008 -310.767151 -204.000504 169.436234 50.294476 -1.334194e+01 -1.397630e+01 4.594665e-03
431366 1748 14528.298118 49453.668768 11481.972434 -55.601086 -232.090027 -105.339554 32.589523 -1.773495e+01 -1.772548e+01 1.127682e-02
431367 1748 14543.909246 49455.416593 11469.151584 -128.533646 -86.516754 -192.239899 32.880901 -1.703024e+01 -1.709299e+01 7.720809e-03
431368 1748 14513.627486 49479.808461 11469.176553 -249.285782 -262.280090 68.006371 29.796293 -1.727479e+01 -1.725700e+01 6.359280e-03
431369 1748 14499.332775 49512.506658 11439.246438 -343.425507 36.960522 88.572762 30.866314 1.000000e+37 1.000000e+37 0.000000e+00
431370 1748 14737.623735 49288.851651 11616.405140 -308.056274 -185.787430 -134.309830 21.338789 1.000000e+37 1.000000e+37 0.000000e+00
431371 1748 14542.019931 49494.146174 11576.165633 -267.983185 -323.480682 95.662796 22.323376 1.000000e+37 1.000000e+37 0.000000e+00
431372 1748 14558.901700 49711.769798 11435.123097 -185.291351 -220.282715 98.423920 21.024616 1.000000e+37 1.000000e+37 0.000000e+00
431373 1748 14686.578924 49488.075950 11578.890714 -220.157593 -308.609100 -71.811440 26.572588 -1.056278e+01 -1.112459e+01 4.271781e-04
431374 1748 14581.194791 49357.854670 11402.779319 -272.707886 -10.129201 -143.409317 19.549259 1.000000e+37 1.000000e+37 0.000000e+00
431375 1748 14614.492243 49351.101962 11424.659035 -303.045380 -75.351097 -68.977493 25.153940 -9.071148e+00 -9.696695e+00 1.035105e-04
431376 1748 14567.876642 49491.571600 11447.271174 -331.667908 -191.177719 -76.920662 14.430451 1.000000e+37 1.000000e+37 0.000000e+00
431377 1748 14529.694991 49345.630993 11469.292381 -335.256531 -101.332352 -145.080673 20.032141 -9.273615e+00 -9.821622e+00 9.998455e-05
431378 1748 14669.483532 49437.333540 11375.543768 -177.808868 -173.001862 -104.591301 12.489842 -1.125722e+01 -1.195572e+01 9.820635e-04
431379 1748 14400.358720 49761.785334 11504.396612 -142.463165 -202.582047 -3.569323 16.297203 1.000000e+37 1.000000e+37 0.000000e+00
431380 1748 14541.469227 49463.473233 11516.997597 -124.457565 -238.345825 -71.047127 12.471828 1.000000e+37 1.000000e+37 0.000000e+00
431381 1748 14488.958185 49332.547275 11655.868530 -105.902191 -166.326141 -12.014281 18.306694 -8.467819e+00 -9.039820e+00 8.478326e-05
431382 1748 14424.338601 49376.758922 11480.412570 -109.159752 5.952463 -55.994156 15.555809 1.000000e+37 1.000000e+37 0.000000e+00
431383 1748 14426.614935 49371.060458 11600.298101 -145.337555 -62.104687 -72.504372 14.568446 1.000000e+37 1.000000e+37 0.000000e+00
431384 1748 14353.698730 49512.123801 11592.827537 -99.519020 -195.572495 -32.069218 18.235315 1.000000e+37 1.000000e+37 0.000000e+00
431385 1748 14679.347645 49642.311790 11355.985468 -191.210648 -267.388824 -150.654755 13.183106 1.000000e+37 1.000000e+37 0.000000e+00
431386 1748 14544.758190 49676.158558 11424.466220 -263.172852 -241.572113 -107.866913 16.868732 1.000000e+37 1.000000e+37 0.000000e+00
431387 1748 14387.015603 49743.041992 11474.537243 -208.046463 -133.217239 65.813469 10.272748 1.000000e+37 1.000000e+37 0.000000e+00
431388 1748 14532.125300 49417.308461 11688.418302 -142.922119 -263.053619 -48.949642 13.359696 1.000000e+37 1.000000e+37 0.000000e+00
431389 1748 14539.973866 49561.717640 11537.993691 -25.825645 -93.362190 -8.291867 10.608094 1.000000e+37 1.000000e+37 0.000000e+00
431390 1748 14249.517267 49498.784846 11461.428556 -272.856140 -251.282959 -48.229450 11.584203 1.000000e+37 1.000000e+37 0.000000e+00
431391 1748 14721.101241 49530.489835 11452.172713 -361.506348 -250.557678 -74.763893 8.133264 1.000000e+37 1.000000e+37 0.000000e+00
