13.453624 154.667385	9.62e+04  1.63e+05  1.91e+05	 81.53 -11.62	 0.6742 -0.7994 -0.9819	
13.453624 154.667385	1.25e+05  1.38e+05  1.86e+05	 71.44 12.41	 0.1944 0.4310 -0.4683	
13.453624 154.667385	1.09e+05  1.57e+05  1.84e+05	 33.37 6.40	 0.1182 -0.0258 0.9815	
13.453624 154.667385	1.28e+05  1.38e+05  1.84e+05	 62.50 -12.78	 0.4873 0.8663 0.8103	
13.453624 154.667385	8.10e+04  1.71e+05  1.98e+05	 44.44 0.28	 -0.9658 -0.9889 0.9260	
13.453624 154.667385	1.24e+05  1.38e+05  1.87e+05	 39.68 1.82	 0.0716 0.1362 -0.9755	
13.453624 154.667385	1.16e+05  1.53e+05  1.81e+05	 43.82 15.10	 -0.3680 -0.4037 0.9150	
13.453624 154.667385	1.11e+05  1.49e+05  1.89e+05	 71.10 15.08	 -0.5271 0.2498 0.6821	
13.453624 154.667385	1.18e+05  1.59e+05  1.72e+05	 59.10 0.70	 -0.9017 0.5917 -0.6607	
13.453624 154.667385	1.03e+05  1.56e+05  1.91e+05	 77.64 -13.47	 -0.4902 0.9495 -0.2288	
13.453624 154.667385	1.13e+05  1.55e+05  1.82e+05	 72.78 33.62	 0.1940 0.0046 0.6658	
13.453624 154.667385	7.92e+04  1.79e+05  1.92e+05	 69.91 -1.46	 -0.9492 0.9440 -0.9276	
13.453624 154.667385	1.18e+05  1.55e+05  1.76e+05	 77.81 3.63	 -0.3882 0.5906 0.4637	
13.453624 154.667385	1.17e+05  1.65e+05  1.68e+05	 89.80 20.35	 -0.5921 -0.2115 -0.6063	
13.453624 154.667385	1.20e+05  1.38e+05  1.92e+05	 76.16 4.24	 0.4296 -0.5481 -0.9474	
13.453624 154.667385	1.18e+05  1.56e+05  1.75e+05	 71.87 -2.81	 0.4548 0.3065 0.8837	
13.453624 154.667385	1.12e+05  1.49e+05  1.89e+05	 91.21 4.89	 0.3394 0.8121 0.6074	
13.453624 154.667385	1.12e+05  1.43e+05  1.94e+05	 72.56 2.36	 0.4092 0.5797 0.9743	
13.453624 154.667385	1.21e+05  1.60e+05  1.69e+05	 81.19 -10.88	 0.5600 0.9447 0.4653	
13.453624 154.667385	8.59e+04  1.65e+05  1.99e+05	 44.79 -2.62	 -0.3941 0.0664 0.8264	
13.453624 154.667385	1.19e+05  1.47e+05  1.84e+05	 80.31 -6.93	 0.3481 0.6659 0.9020	
13.453624 154.667385	1.07e+05  1.62e+05  1.81e+05	 82.37 19.95	 -0.8872 0.5058 -0.1766	
13.453624 154.667385	1.27e+05  1.46e+05  1.77e+05	 78.42 -32.91	 -0.0408 -0.8507 -0.2132	
13.453624 154.667385	1.15e+05  1.36e+05  1.99e+05	 68.57 1.02	 -0.9380 0.8815 -0.9813	
13.453624 154.667385	1.17e+05  1.60e+05  1.73e+05	 101.77 -14.00	 -0.9518 -0.9844 0.9420	
13.453624 154.667385	1.02e+05  1.54e+05  1.94e+05	 87.00 -3.24	 0.3680 -0.8019 -0.8314	
13.453624 154.667385	1.27e+05  1.37e+05  1.85e+05	 45.49 -8.63	 0.1218 0.0167 -0.9635	
13.453624 154.667385	8.31e+04  1.71e+05  1.95e+05	 62.91 19.93	 -0.8369 0.6585 -0.9342	
13.453624 154.667385	9.95e+04  1.57e+05  1.93e+05	 61.27 -19.30	 0.1728 0.2054 0.9185	
13.453624 154.667385	1.04e+05  1.60e+05  1.86e+05	 77.32 -7.31	 -0.7670 0.9842 -0.6681	
13.453624 154.667385	1.09e+05  1.33e+05  2.07e+05	 42.11 -4.23	 0.5439 0.7785 0.9428	
13.453624 154.667385	1.30e+05  1.44e+05  1.76e+05	 78.19 -12.50	 0.5683 0.8378 0.9248	
13.453624 154.667385	7.46e+04  1.76e+05  1.99e+05	 62.06 -9.79	 0.3314 -0.6842 -0.8980	
13.453624 154.667385	1.22e+05  1.48e+05  1.79e+05	 80.67 -52.41	 -0.1275 0.2118 -0.5419	
13.453624 154.667385	1.15e+05  1.47e+05  1.88e+05	 63.66 1.40	 -0.6567 -0.6244 0.9889	
13.453624 154.667385	1.15e+05  1.51e+05  1.84e+05	 73.20 -35.62	 -0.4900 -0.1231 0.7491	
13.453624 154.667385	1.21e+05  1.23e+05  2.06e+05	 70.76 -8.00	 -0.7551 -0.7172 0.9097	
13.453624 154.667385	1.27e+05  1.44e+05  1.79e+05	 77.24 37.79	 0.2821 -0.2178 0.7131	
13.453624 154.667385	8.62e+04  1.62e+05  2.01e+05	 44.23 6.06	 -0.8603 -0.9994 0.8645	
13.453624 154.667385	1.13e+05  1.59e+05  1.78e+05	 71.91 -1.49	 -0.8550 -0.6343 0.9426	
13.453624 154.667385	8.65e+04  1.69e+05  1.94e+05	 69.65 -28.86	 -0.7678 0.2248 -0.2502	
13.453624 154.667385	1.04e+05  1.57e+05  1.89e+05	 93.68 -0.22	 -0.5473 -0.1412 0.8753	
13.453624 154.667385	1.19e+05  1.48e+05  1.82e+05	 61.64 -30.80	 -0.7091 -0.5863 0.9850	
13.453624 154.667385	1.22e+05  1.31e+05  1.97e+05	 77.25 39.32	 0.5266 -0.0841 0.7926	
13.453624 154.667385	1.06e+05  1.58e+05  1.85e+05	 87.02 40.48	 -0.4618 -0.0993 0.3993	
13.453624 154.667385	9.76e+04  1.52e+05  2.00e+05	 70.50 14.01	 0.3817 0.5277 0.9852	
13.453624 154.667385	1.04e+05  1.64e+05  1.82e+05	 70.00 -1.36	 0.4806 0.5375 0.9955	
13.453624 154.667385	1.19e+05  1.59e+05  1.71e+05	 61.21 8.69	 0.5783 0.0486 0.7749	
13.453624 154.667385	1.03e+05  1.67e+05  1.80e+05	 74.44 22.51	 -0.2293 0.9971 -0.2436	
13.453624 154.667385	1.26e+05  1.48e+05  1.75e+05	 71.30 31.14	 -0.0349 0.0781 0.3116	
13.453624 154.667385	1.09e+05  1.60e+05  1.80e+05	 82.13 -15.71	 0.5616 -0.1840 0.0268	
13.453624 154.667385	1.20e+05  1.54e+05  1.76e+05	 71.15 5.32	 -0.7975 -0.6028 0.7673	
13.453624 154.667385	9.56e+04  1.53e+05  2.01e+05	 48.75 0.68	 0.4856 -0.4953 -0.9807	
13.453624 154.667385	9.64e+04  1.63e+05  1.90e+05	 55.19 -3.04	 0.1801 -0.2190 -0.9942	
13.453624 154.667385	1.17e+05  1.48e+05  1.85e+05	 72.77 -28.24	 -0.5360 -0.4555 0.8100	
13.453624 154.667385	1.01e+05  1.40e+05  2.09e+05	 65.27 -6.53	 0.5071 0.3783 0.9623	
13.453624 154.667385	1.24e+05  1.50e+05  1.76e+05	 81.52 -3.80	 -0.8517 -0.8665 0.6065	
13.453624 154.667385	1.08e+05  1.55e+05  1.86e+05	 70.23 28.36	 -0.7879 -0.9922 0.8568	
13.453624 154.667385	1.25e+05  1.50e+05  1.75e+05	 47.13 -22.46	 -0.9398 -0.9721 0.9929	
13.453624 154.667385	1.03e+05  1.44e+05  2.03e+05	 59.11 -25.04	 -0.0342 -0.3903 0.6039	
13.453624 154.667385	9.75e+04  1.50e+05  2.02e+05	 71.57 -6.31	 -0.7551 0.7796 -0.9993	
13.453624 154.667385	1.20e+05  1.47e+05  1.83e+05	 75.10 -3.30	 -0.0167 0.2442 0.9558	
13.453624 154.667385	1.07e+05  1.50e+05  1.93e+05	 74.43 -16.58	 -0.4243 -0.4765 0.9971	
13.453624 154.667385	1.19e+05  1.32e+05  1.99e+05	 85.08 16.67	 -0.0696 -0.1652 0.9023	
13.453624 154.667385	1.25e+05  1.37e+05  1.87e+05	 78.41 -2.37	 0.1326 0.5060 -0.7812	
13.453624 154.667385	1.04e+05  1.70e+05  1.76e+05	 78.58 -1.96	 -0.5174 -0.6778 0.9756	
13.453624 154.667385	1.25e+05  1.59e+05  1.66e+05	 95.41 -1.57	 0.1704 -0.7610 0.3976	
13.453624 154.667385	9.37e+04  1.65e+05  1.91e+05	 67.11 -13.36	 -0.7222 -0.4068 0.9255	
13.453624 154.667385	9.10e+04  1.58e+05  2.01e+05	 42.74 5.47	 -0.8263 -0.8275 0.9613	
13.453624 154.667385	1.07e+05  1.52e+05  1.90e+05	 67.37 -6.61	 -0.2901 0.4080 -0.9913	
13.453624 154.667385	1.18e+05  1.43e+05  1.89e+05	 49.91 -16.75	 -0.2746 0.0101 0.9446	
13.453624 154.667385	1.26e+05  1.44e+05  1.79e+05	 71.86 15.22	 -0.5458 -0.4690 0.8222	
13.453624 154.667385	1.13e+05  1.57e+05  1.80e+05	 67.81 -37.27	 -0.9683 0.9922 -0.9648	
13.453624 154.667385	1.16e+05  1.54e+05  1.80e+05	 75.23 21.52	 0.4535 0.1747 0.9209	
13.453624 154.667385	8.94e+04  1.68e+05  1.92e+05	 59.39 18.79	 -0.7197 0.9093 -0.5461	
13.453624 154.667385	9.54e+04  1.59e+05  1.95e+05	 64.78 -33.83	 -0.0818 -0.0151 0.6106	
13.453624 154.667385	1.09e+05  1.57e+05  1.84e+05	 76.75 15.39	 0.3035 0.5227 0.9491	
13.453624 154.667385	1.18e+05  1.56e+05  1.76e+05	 59.63 -14.19	 0.5363 -0.7083 0.0202	
13.453624 154.667385	1.18e+05  1.54e+05  1.78e+05	 73.65 34.32	 -0.3398 0.0307 -0.4064	
13.453624 154.667385	1.06e+05  1.48e+05  1.95e+05	 45.91 0.69	 0.1553 0.4901 0.9344	
13.453624 154.667385	1.29e+05  1.34e+05  1.87e+05	 63.19 -10.34	 0.2498 -0.7327 -0.8395	
13.453624 154.667385	1.27e+05  1.44e+05  1.79e+05	 73.14 8.00	 -0.3433 -0.0348 0.3896	
13.453624 154.667385	1.18e+05  1.46e+05  1.85e+05	 78.79 10.70	 -0.5634 -0.2825 0.9405	
13.453624 154.667385	1.29e+05  1.57e+05  1.64e+05	 83.45 3.02	 -0.5364 -0.4818 0.9980	
13.453624 154.667385	8.89e+04  1.71e+05  1.90e+05	 61.92 -2.93	 -0.5309 -0.8033 0.9097	
13.453624 154.667385	1.30e+05  1.45e+05  1.75e+05	 87.55 -19.25	 -0.8907 -0.7873 0.9498	
13.453624 154.667385	1.10e+05  1.51e+05  1.89e+05	 84.65 8.09	 -0.3141 0.0718 -0.7010	
13.453624 154.667385	1.04e+05  1.53e+05  1.93e+05	 44.64 29.15	 0.1756 -0.1546 0.9338	
13.453624 154.667385	1.08e+05  1.57e+05  1.85e+05	 83.20 19.82	 -0.4361 -0.3545 -0.6854	
13.453624 154.667385	1.05e+05  1.34e+05  2.10e+05	 61.91 4.46	 -0.9168 -0.9944 0.9127	
13.453624 154.667385	1.21e+05  1.33e+05  1.96e+05	 65.07 10.06	 -0.2692 0.7251 -0.7906	
13.453624 154.667385	1.15e+05  1.49e+05  1.86e+05	 85.74 -34.10	 0.2456 0.7723 0.7473	
13.453624 154.667385	1.03e+05  1.60e+05  1.87e+05	 91.19 32.56	 0.0242 -0.7081 0.6157	
13.453624 154.667385	8.29e+04  1.65e+05  2.02e+05	 50.85 12.55	 -0.0290 0.0529 0.8871	
13.453624 154.667385	1.07e+05  1.50e+05  1.93e+05	 48.47 13.38	 0.2162 0.0775 0.9804	
13.453624 154.667385	1.18e+05  1.52e+05  1.79e+05	 71.36 2.45	 0.4305 -0.2235 0.7652	
13.453624 154.667385	7.64e+04  1.75e+05  1.98e+05	 95.69 -16.64	 -0.5275 0.1566 -0.8673	
13.453624 154.667385	1.16e+05  1.52e+05  1.81e+05	 103.10 3.90	 0.2075 -0.1223 0.6424	
13.453624 154.667385	9.58e+04  1.52e+05  2.02e+05	 65.49 -14.07	 -0.7236 -0.5599 0.7451	
13.453624 154.667385	1.37e+05  1.46e+05  1.66e+05	 65.99 -4.19	 0.1135 -0.1356 0.8379	
13.453624 154.667385	1.08e+05  1.46e+05  1.96e+05	 56.18 28.10	 0.3588 -0.5191 -0.7079	
13.453624 154.667385	1.06e+05  1.48e+05  1.96e+05	 83.99 15.27	 0.5798 0.6459 0.8858	
13.453624 154.667385	9.79e+04  1.66e+05  1.86e+05	 76.20 17.83	 0.5758 -0.7949 -0.9091	
13.453624 154.667385	1.14e+05  1.46e+05  1.89e+05	 69.55 14.45	 -0.9310 -0.9100 0.9963	
13.453624 154.667385	1.04e+05  1.54e+05  1.92e+05	 90.06 -16.94	 -0.7960 0.9542 -0.7897	
13.453624 154.667385	9.10e+04  1.66e+05  1.92e+05	 82.81 -4.75	 0.5807 -0.5903 0.1336	
13.453624 154.667385	1.12e+05  1.39e+05  1.99e+05	 54.58 22.40	 -0.5905 0.7281 -0.9827	
13.453624 154.667385	1.17e+05  1.44e+05  1.88e+05	 68.96 17.98	 -0.8132 -0.7679 0.9777	
13.453624 154.667385	1.00e+05  1.39e+05  2.11e+05	 50.86 -3.06	 -0.3041 -0.0288 -0.9435	
13.453624 154.667385	1.05e+05  1.54e+05  1.91e+05	 83.33 22.08	 0.4243 0.0374 0.6360	
13.453624 154.667385	1.16e+05  1.63e+05  1.70e+05	 66.86 12.53	 -0.3605 -0.9876 0.4110	
13.453624 154.667385	1.29e+05  1.48e+05  1.72e+05	 68.44 -27.23	 0.0381 -0.7495 0.0585	
13.453624 154.667385	1.14e+05  1.48e+05  1.88e+05	 82.57 28.76	 0.2916 -0.7734 0.0696	
13.453624 154.667385	1.20e+05  1.56e+05  1.74e+05	 90.38 4.89	 -0.1207 -0.0505 -0.9814	
13.453624 154.667385	9.38e+04  1.61e+05  1.95e+05	 62.20 -4.82	 -0.0589 0.3053 0.7624	
13.453624 154.667385	1.16e+05  1.54e+05  1.80e+05	 99.71 -21.29	 0.5261 -0.5760 -0.1116	
13.453624 154.667385	9.24e+04  1.56e+05  2.02e+05	 54.27 9.09	 0.1474 -0.2691 -0.9707	
13.453624 154.667385	9.57e+04  1.60e+05  1.94e+05	 73.94 -0.46	 -0.8328 0.7092 -0.9793	
13.453624 154.667385	9.41e+04  1.56e+05  2.00e+05	 76.05 16.89	 -0.9595 0.9865 -0.9179	
13.453624 154.667385	1.22e+05  1.56e+05  1.72e+05	 69.24 29.30	 0.3805 0.7326 0.8492	
13.453624 154.667385	1.35e+05  1.45e+05  1.70e+05	 64.91 5.43	 -0.9229 -0.8036 0.9665	
13.453624 154.667385	9.58e+04  1.59e+05  1.95e+05	 63.05 -8.36	 -0.6089 0.5234 -0.9889	
13.453624 154.667385	9.25e+04  1.49e+05  2.08e+05	 55.88 10.24	 -0.6323 -0.6626 0.9880	
13.453624 154.667385	1.10e+05  1.59e+05  1.81e+05	 78.40 1.97	 -0.6772 -0.8362 0.9686	
13.453624 154.667385	1.07e+05  1.61e+05  1.81e+05	 48.56 -0.29	 -0.1948 0.7906 -0.7220	
13.453624 154.667385	8.62e+04  1.78e+05  1.86e+05	 80.12 15.28	 0.3334 0.3477 0.7597	
13.453624 154.667385	1.15e+05  1.62e+05  1.73e+05	 78.37 22.82	 0.3008 0.1246 0.5612	
13.453624 154.667385	1.09e+05  1.57e+05  1.84e+05	 65.85 -1.72	 0.5235 -0.8499 -0.8861	
13.453624 154.667385	9.26e+04  1.54e+05  2.03e+05	 42.05 6.62	 -0.0985 -0.6909 -0.5601	
13.453624 154.667385	1.27e+05  1.44e+05  1.78e+05	 71.97 19.00	 -0.2453 -0.0434 0.9298	
13.453624 154.667385	6.52e+04  1.82e+05  2.02e+05	 49.97 -22.66	 -0.9267 -0.8936 0.9423	
13.453624 154.667385	1.12e+05  1.56e+05  1.81e+05	 59.27 11.52	 -0.9737 -0.8947 0.9413	
13.453624 154.667385	1.26e+05  1.38e+05  1.86e+05	 70.49 19.69	 -0.2611 -0.1034 -0.9059	
13.453624 154.667385	1.41e+05  1.44e+05  1.65e+05	 98.26 18.49	 0.1355 0.4925 -0.6697	
13.453624 154.667385	9.92e+04  1.55e+05  1.95e+05	 72.74 -32.19	 -0.0149 0.5986 0.7347	
13.453624 154.667385	1.30e+05  1.52e+05  1.67e+05	 87.00 -0.60	 -0.7964 -0.8770 0.5695	
13.453624 154.667385	8.97e+04  1.77e+05  1.83e+05	 77.26 -27.29	 -0.3515 -0.9490 0.5190	
13.453624 154.667385	8.26e+04  1.73e+05  1.94e+05	 68.24 38.60	 -0.3592 -0.6556 0.6603	
13.453624 154.667385	8.18e+04  1.78e+05  1.90e+05	 58.56 5.19	 -0.1624 -0.9255 0.1049	
13.453624 154.667385	1.16e+05  1.47e+05  1.87e+05	 77.94 10.88	 -0.2083 -0.4946 0.1608	
13.453624 154.667385	1.21e+05  1.47e+05  1.82e+05	 70.23 -3.48	 0.4428 0.6697 0.9493	
13.453624 154.667385	9.39e+04  1.66e+05  1.90e+05	 68.62 -15.83	 0.1676 0.8309 -0.4087	
13.453624 154.667385	8.28e+04  1.73e+05  1.94e+05	 69.25 8.90	 -0.9535 0.9709 -0.9979	
13.453624 154.667385	1.07e+05  1.56e+05  1.86e+05	 54.53 4.03	 -0.6044 -0.9283 0.8480	
13.453624 154.667385	9.93e+04  1.65e+05  1.85e+05	 68.00 -6.43	 -0.9796 -0.9381 0.9770	
13.453624 154.667385	1.37e+05  1.40e+05  1.73e+05	 84.59 -1.46	 -0.5395 0.1383 0.4341	
13.453624 154.667385	9.64e+04  1.67e+05  1.86e+05	 60.33 -10.29	 -0.8396 -0.9343 0.9428	
13.453624 154.667385	1.03e+05  1.40e+05  2.07e+05	 39.35 22.88	 -0.9726 0.9964 -0.9620	
13.453624 154.667385	8.80e+04  1.55e+05  2.07e+05	 57.56 -4.81	 -0.3340 -0.4775 0.9778	
13.453624 154.667385	1.33e+05  1.45e+05  1.71e+05	 74.49 18.00	 -0.6889 -0.8710 0.3077	
13.453624 154.667385	1.16e+05  1.44e+05  1.90e+05	 53.04 21.47	 -0.6534 0.5070 -0.9830	
13.453624 154.667385	1.15e+05  1.49e+05  1.86e+05	 71.73 6.22	 -0.5162 0.1273 0.6207	
13.453624 154.667385	1.08e+05  1.53e+05  1.89e+05	 70.08 14.23	 -0.0579 -0.4266 0.5203	
13.453624 154.667385	1.19e+05  1.44e+05  1.87e+05	 62.46 -8.22	 -0.7503 0.0879 -0.6388	
13.453624 154.667385	1.01e+05  1.61e+05  1.87e+05	 82.66 2.81	 -0.7686 -0.5875 0.9691	
13.453624 154.667385	1.10e+05  1.66e+05  1.73e+05	 86.61 10.44	 -0.9622 -0.7980 0.9280	
13.453624 154.667385	1.29e+05  1.33e+05  1.87e+05	 91.37 43.76	 0.4843 -0.2245 -0.6006	
13.453624 154.667385	1.00e+05  1.53e+05  1.96e+05	 59.46 -4.06	 -0.5996 0.7488 -0.9007	
13.453624 154.667385	1.34e+05  1.44e+05  1.72e+05	 85.44 -5.64	 -0.6608 -0.4201 0.7237	
13.453624 154.667385	1.00e+05  1.55e+05  1.94e+05	 79.67 -9.13	 -0.8925 -0.8874 0.6787	
13.453624 154.667385	1.21e+05  1.47e+05  1.82e+05	 60.74 5.38	 0.2854 -0.1942 -0.9932	
13.453624 154.667385	1.02e+05  1.69e+05  1.78e+05	 84.77 20.56	 0.4663 0.4872 0.7573	
13.453624 154.667385	1.07e+05  1.61e+05  1.81e+05	 81.63 4.09	 0.2029 0.1073 -0.6744	
13.453624 154.667385	1.03e+05  1.57e+05  1.89e+05	 74.95 32.92	 0.1293 0.3834 0.9646	
13.453624 154.667385	1.15e+05  1.64e+05  1.71e+05	 74.85 3.96	 0.1408 -0.2721 0.8944	
13.453624 154.667385	1.00e+05  1.59e+05  1.91e+05	 67.33 33.73	 -0.3051 0.8435 -0.6812	
13.453624 154.667385	1.20e+05  1.39e+05  1.90e+05	 63.61 4.83	 -0.8137 0.7616 -0.9030	
13.453624 154.667385	9.80e+04  1.59e+05  1.92e+05	 72.96 11.88	 -0.3591 0.1307 -0.9527	
13.453624 154.667385	7.25e+04  1.75e+05  2.02e+05	 39.97 -18.77	 -0.8452 -0.6895 0.9560	
13.453624 154.667385	1.27e+05  1.59e+05  1.64e+05	 56.30 -2.64	 -0.1010 0.4771 -0.9190	
13.453624 154.667385	1.08e+05  1.46e+05  1.96e+05	 80.37 -11.40	 -0.7923 0.7105 -0.9259	
13.453624 154.667385	1.18e+05  1.32e+05  2.00e+05	 58.88 -13.39	 -0.5195 -0.5537 0.8143	
13.453624 154.667385	1.10e+05  1.50e+05  1.90e+05	 78.79 8.78	 0.3847 0.0878 0.9530	
13.453624 154.667385	1.15e+05  1.53e+05  1.82e+05	 96.53 -1.35	 0.3954 -0.3932 -0.9812	
13.453624 154.667385	1.12e+05  1.44e+05  1.94e+05	 56.91 -9.71	 0.0079 0.6566 0.7139	
13.453624 154.667385	1.33e+05  1.38e+05  1.79e+05	 79.22 7.31	 -0.0660 -0.5317 0.7639	
13.453624 154.667385	1.06e+05  1.41e+05  2.03e+05	 65.77 -7.36	 -0.8002 -0.6805 0.9840	
13.453624 154.667385	1.04e+05  1.59e+05  1.87e+05	 61.07 4.47	 -0.4629 -0.6604 0.8933	
13.453624 154.667385	9.47e+04  1.53e+05  2.01e+05	 74.45 -13.67	 0.3280 -0.0188 -0.8863	
13.453624 154.667385	1.11e+05  1.36e+05  2.03e+05	 44.87 -29.40	 -0.7835 0.8817 -0.9574	
13.453624 154.667385	1.19e+05  1.56e+05  1.74e+05	 65.98 9.61	 -0.6917 -0.9690 0.4925	
13.453624 154.667385	1.05e+05  1.65e+05  1.80e+05	 41.46 29.11	 -0.9147 -0.4748 0.2021	
13.453624 154.667385	1.00e+05  1.57e+05  1.92e+05	 51.74 -13.33	 -0.2574 -0.3223 0.9461	
13.453624 154.667385	9.08e+04  1.66e+05  1.93e+05	 74.85 -11.95	 0.5828 -0.7086 -0.9561	
13.453624 154.667385	1.14e+05  1.60e+05  1.76e+05	 52.62 15.13	 0.5608 -0.9837 -0.6229	
13.453624 154.667385	1.21e+05  1.40e+05  1.89e+05	 50.91 5.59	 -0.1436 -0.4390 0.9485	
13.453624 154.667385	1.24e+05  1.35e+05  1.91e+05	 101.34 2.06	 -0.2478 0.2614 0.8698	
13.453624 154.667385	9.26e+04  1.52e+05  2.05e+05	 66.85 -8.53	 -0.4696 -0.4042 0.9834	
13.453624 154.667385	1.12e+05  1.41e+05  1.96e+05	 75.71 4.81	 -0.1412 0.1306 -0.9958	
13.453624 154.667385	1.28e+05  1.56e+05  1.66e+05	 77.70 30.29	 -0.0152 0.1808 0.9756	
13.453624 154.667385	7.98e+04  1.66e+05  2.04e+05	 37.69 10.60	 -0.6750 -0.8210 0.8922	
13.453624 154.667385	1.02e+05  1.42e+05  2.06e+05	 63.99 6.52	 -0.6871 -0.5779 0.9874	
13.453624 154.667385	1.08e+05  1.68e+05  1.74e+05	 74.03 -32.48	 0.1806 0.5209 0.9294	
13.453624 154.667385	1.10e+05  1.50e+05  1.90e+05	 55.84 38.97	 0.4553 -0.8651 -0.7938	
13.453624 154.667385	8.45e+04  1.68e+05  1.97e+05	 82.91 9.62	 0.5690 0.8352 0.9246	
13.453624 154.667385	1.15e+05  1.41e+05  1.94e+05	 73.86 -13.84	 -0.0198 -0.5266 0.7284	
13.453624 154.667385	1.20e+05  1.53e+05  1.77e+05	 55.66 7.66	 -0.5529 -0.5549 0.9999	
13.453624 154.667385	1.06e+05  1.51e+05  1.93e+05	 78.84 1.11	 -0.4076 0.0322 -0.6653	
