#subID	 subGroupNr x	 y	 z	 vx	 yv	 yz	 vmax	 B_MAG V_MAG M_star
#subID	 groupID	 kpc	 kpc	 kpc	 km/s	 km/s	 km/s	 km/s	 mags mags 10^10Msun
602593 1946 20199.930364 89459.306197 67133.600408 65.526741 -309.542938 30.833439 151.524033 0.000000e+00 0.000000e+00 0.000000e+00
602594 1946 20137.100220 89806.063565 67190.107866 152.938766 -404.860229 8.560862 60.623024 0.000000e+00 0.000000e+00 0.000000e+00
602595 1946 20069.802024 89822.243430 67094.116211 118.830948 -405.641571 97.894188 46.635929 0.000000e+00 0.000000e+00 0.000000e+00
602596 1946 20417.032415 89604.580966 67106.983532 -6.748147 -468.307983 4.458980 34.105282 0.000000e+00 0.000000e+00 0.000000e+00
602597 1946 20335.138494 89422.096946 67326.382724 76.123138 -453.132874 21.237803 31.425817 0.000000e+00 0.000000e+00 0.000000e+00
602598 1946 20191.151012 89435.641202 67131.064675 186.661453 -171.052475 125.844307 52.806465 0.000000e+00 0.000000e+00 0.000000e+00
602599 1946 20147.340254 89629.183683 67089.244496 90.449493 -426.558868 166.881271 33.839363 0.000000e+00 0.000000e+00 0.000000e+00
602600 1946 20191.959728 89568.747781 67136.973988 179.249908 -315.000641 61.021782 44.693169 0.000000e+00 0.000000e+00 0.000000e+00
602601 1946 19975.207242 89487.554377 67313.631925 30.086636 -208.244751 61.197445 34.870655 0.000000e+00 0.000000e+00 0.000000e+00
602602 1946 20255.501487 89401.772239 67026.228471 198.735397 -263.053680 86.680733 33.053116 0.000000e+00 0.000000e+00 0.000000e+00
602603 1946 20203.295621 89424.854625 67210.599032 168.785355 -146.839645 44.682671 31.636097 0.000000e+00 0.000000e+00 0.000000e+00
602604 1946 20098.251343 89426.269531 67048.034668 -38.245125 -428.378967 61.413925 29.061855 0.000000e+00 0.000000e+00 0.000000e+00
602605 1946 20277.626731 89735.895330 67296.697443 128.544388 -412.245361 54.806770 23.609756 0.000000e+00 0.000000e+00 0.000000e+00
602606 1946 20303.340565 89722.695091 67206.570712 -29.753952 -271.644775 130.916824 24.521719 0.000000e+00 0.000000e+00 0.000000e+00
602607 1946 20197.232333 89425.426136 67137.151545 -125.659279 -147.480392 -32.107342 41.759960 0.000000e+00 0.000000e+00 0.000000e+00
602608 1946 20438.294844 89522.211248 67243.624600 -39.742565 -436.516693 26.638863 26.359888 0.000000e+00 0.000000e+00 0.000000e+00
602609 1946 20142.202204 89417.802290 67017.167525 -39.004459 -267.040863 -71.271324 26.763678 0.000000e+00 0.000000e+00 0.000000e+00
602610 1946 20146.821456 89541.570490 67147.277832 -71.884659 -359.192902 -32.578678 27.225704 0.000000e+00 0.000000e+00 0.000000e+00
602611 1946 20267.236883 89331.154563 67157.836914 96.878853 -488.216370 38.451839 23.286037 0.000000e+00 0.000000e+00 0.000000e+00
602612 1946 20261.535645 89632.141113 67105.807218 90.739922 -398.786987 -77.323769 22.460558 0.000000e+00 0.000000e+00 0.000000e+00
602613 1946 20226.852417 89290.699352 67153.042880 235.774292 -351.440704 12.361750 16.799643 0.000000e+00 0.000000e+00 0.000000e+00
602614 1946 20145.616011 89393.715598 67377.003063 102.194344 -329.147858 39.957890 21.001915 0.000000e+00 0.000000e+00 0.000000e+00
602615 1946 20290.416371 89585.721103 67259.787820 -69.453651 -210.850723 103.200378 17.325768 0.000000e+00 0.000000e+00 0.000000e+00
602616 1946 20213.507912 89477.627841 67240.467418 221.569641 -200.423370 -92.468826 17.217899 0.000000e+00 0.000000e+00 0.000000e+00
602617 1946 20115.251021 89248.679421 67189.181241 30.232792 -423.381561 104.228676 16.582113 0.000000e+00 0.000000e+00 0.000000e+00
602618 1946 20103.200739 89264.592951 67065.906871 148.708618 -316.377838 27.124546 20.897635 0.000000e+00 0.000000e+00 0.000000e+00
602619 1946 20082.770608 89471.674139 67370.943936 91.760162 -247.709595 10.404259 18.595242 0.000000e+00 0.000000e+00 0.000000e+00
602620 1946 20158.282193 89417.996493 67131.469727 50.015617 -459.651733 196.022873 17.829613 0.000000e+00 0.000000e+00 0.000000e+00
602621 1946 20204.050237 89497.458718 67296.725186 215.115128 -263.742157 -17.686663 17.835443 0.000000e+00 0.000000e+00 0.000000e+00
602622 1946 20138.996471 89582.258745 66994.429155 213.178040 -401.413208 58.147411 12.779929 0.000000e+00 0.000000e+00 0.000000e+00
602623 1946 20312.511097 89423.778187 67285.561301 31.238935 -286.741455 -61.725807 17.346518 0.000000e+00 0.000000e+00 0.000000e+00
602624 1946 20137.743863 89476.667924 67210.571289 228.656403 -317.258881 5.802868 17.031288 0.000000e+00 0.000000e+00 0.000000e+00
602625 1946 20159.308694 89226.290616 67075.983221 36.069153 -356.091583 103.465424 14.472839 0.000000e+00 0.000000e+00 0.000000e+00
602626 1946 20398.495761 89326.943137 67080.610795 58.717121 -170.982697 115.438477 13.028430 0.000000e+00 0.000000e+00 0.000000e+00
602627 1946 20209.908225 89481.922496 67158.291903 262.837616 -472.114685 32.005859 20.149107 0.000000e+00 0.000000e+00 0.000000e+00
602628 1946 20215.337580 89765.613903 67193.348278 129.519974 -424.595795 -32.389095 16.640333 0.000000e+00 0.000000e+00 0.000000e+00
602629 1946 20153.922341 89524.869052 67134.649103 142.523010 -461.833801 -30.539261 13.132027 0.000000e+00 0.000000e+00 0.000000e+00
