#subID	 subGroupNr x	 y	 z	 vx	 yv	 yz	 vmax	 B_MAG V_MAG M_star
#subID	 groupID	 kpc	 kpc	 kpc	 km/s	 km/s	 km/s	 km/s	 mags mags 10^10Msun
313541 306 9419.885115 42528.916792 48113.658558 176.159088 -71.057297 -61.770130 293.188782 -2.226480e+01 -2.290321e+01 2.156650e+01
313542 306 9482.032082 42921.173096 48711.325906 108.113785 0.220702 -253.084930 229.352844 -2.103283e+01 -2.182645e+01 9.392524e+00
313543 306 9426.632968 42895.652077 48697.742809 309.211334 -143.024872 -152.195984 102.255219 -1.882002e+01 -1.934336e+01 6.280787e-01
313544 306 9458.159707 42849.922874 48163.441051 -77.814499 82.429779 -229.602982 48.796242 -1.419989e+01 -1.468002e+01 7.392848e-03
313545 306 9234.686418 42175.739635 47810.252797 284.077484 31.987858 43.048683 47.398659 -1.367748e+01 -1.425329e+01 4.908335e-03
313546 306 9062.720559 42453.405207 48268.682306 203.715668 -257.310120 -12.700006 47.579185 -1.389735e+01 -1.443723e+01 5.036007e-03
313547 306 9329.159823 43170.737527 48631.386497 147.207275 -114.748039 -87.421661 41.607315 -1.151210e+01 -1.212458e+01 1.148992e-03
313548 306 9684.903925 42210.995761 48139.803800 76.472099 -18.693882 -151.153976 44.281757 -1.322901e+01 -1.387660e+01 4.857170e-03
313549 306 9500.574285 42514.218417 47999.528365 -62.829018 -143.281143 -29.078417 44.740738 -1.390582e+01 -1.464226e+01 1.199819e-02
313550 306 9344.304171 42586.461847 48008.506081 72.167534 270.348053 -27.127283 36.865822 -1.118026e+01 -1.178854e+01 8.421676e-04
313551 306 9300.132058 42838.542591 48924.588290 336.170105 -180.528625 -260.902527 28.082571 -8.780626e+00 -9.349297e+00 1.076804e-04
313552 306 9811.218262 42629.275235 48785.600142 288.710266 -11.494516 -155.002945 26.285030 -9.412790e+00 -9.983916e+00 1.852089e-04
313553 306 9277.789029 42763.824463 48135.742188 328.695435 5.483538 -218.267258 27.631327 -8.617640e+00 -9.188048e+00 9.491807e-05
313554 306 9423.396024 42780.978116 47796.647505 199.260315 -114.450996 -263.743042 29.074514 -9.982280e+00 -1.052554e+01 2.168312e-04
313555 306 9694.378940 42815.831965 48099.553888 63.064888 -122.848740 -258.190826 30.244448 1.000000e+37 1.000000e+37 0.000000e+00
313556 306 9776.432384 42596.776789 48700.334029 311.164612 -8.235824 -169.975662 25.440819 -8.979797e+00 -9.546578e+00 1.262663e-04
313557 306 9231.647838 42424.493963 47842.512651 25.214928 -100.734245 -27.312883 34.082325 -1.134946e+01 -1.196765e+01 9.800321e-04
313558 306 9524.072127 42881.303267 48295.848500 91.735199 114.737755 -207.566162 23.509445 1.000000e+37 1.000000e+37 0.000000e+00
313559 306 9577.059659 42554.607045 48154.291326 -58.750904 51.521591 -419.674652 30.414694 -9.073035e+00 -9.635302e+00 1.302980e-04
313560 306 9585.901434 42798.192805 48660.306064 43.707542 10.890638 -1.380687 32.362846 -1.205766e+01 -1.269357e+01 1.813654e-03
313561 306 9049.274098 42775.862260 47739.557440 87.147675 -123.535629 -217.765915 20.430132 1.000000e+37 1.000000e+37 0.000000e+00
313562 306 9167.969444 42644.681064 47923.428622 121.675369 -184.559967 -95.260597 26.724739 -1.226775e+01 -1.287040e+01 1.648020e-03
313563 306 9187.347412 42268.532493 47926.974210 123.180992 -32.984646 -101.770943 28.248753 -1.172749e+01 -1.240035e+01 1.648986e-03
313564 306 9389.227434 43107.505105 48467.002175 81.860329 129.679367 -120.896523 22.368477 1.000000e+37 1.000000e+37 0.000000e+00
313565 306 9194.286000 42478.035667 47827.242765 7.749864 -172.697769 -39.920712 23.381498 1.000000e+37 1.000000e+37 0.000000e+00
313566 306 9100.964633 42324.576638 48124.889027 44.406548 80.071709 27.405148 19.894554 1.000000e+37 1.000000e+37 0.000000e+00
313567 306 9214.336742 43178.738681 48679.554332 178.719025 49.763504 -408.806030 21.219999 1.000000e+37 1.000000e+37 0.000000e+00
313568 306 9336.382779 42800.975453 47786.671032 147.943436 -96.586433 -249.194138 20.090626 1.000000e+37 1.000000e+37 0.000000e+00
313569 306 9513.428428 42296.073220 48057.511763 195.712509 94.797630 32.443150 28.447027 -1.090797e+01 -1.154431e+01 7.098898e-04
313570 306 9386.925437 42121.024392 48194.496848 295.811798 -36.298481 -144.915253 23.319252 -8.725507e+00 -9.295892e+00 1.047961e-04
313571 306 9231.876720 42948.344838 48489.640669 -33.925934 -7.281326 -126.176620 18.409906 1.000000e+37 1.000000e+37 0.000000e+00
